id,team,year,driver_id,total_races
737,"Kurtis Kraft Offenhauser",1957,257,1
738,"Kurtis Kraft Offenhauser",1957,140,1
739,"Kurtis Kraft Offenhauser",1957,258,1
740,"Kurtis Kraft Offenhauser",1957,227,1
741,"Kurtis Kraft Offenhauser",1957,172,1
742,"Kurtis Kraft Offenhauser",1957,208,1
743,"Lesovsky Offenhauser",1957,98,1
744,"Watson Offenhauser",1957,45,1
745,"Kurtis Kraft Offenhauser",1957,225,1
746,"Kurtis Kraft Offenhauser",1957,259,1
747,"Connaught Alta",1957,252,1
748,BRM,1957,203,2
749,"Connaught Alta",1957,253,1
750,Maserati,1957,81,1
751,Maserati,1957,195,1
752,"Cooper Climax",1957,260,1
753,Vanwall,1957,130,1
754,BRM,1957,261,1
755,"Porsche (F2)",1957,186,1
756,"Cooper Climax",1957,262,1
757,"Porsche (F2)",1957,263,1
758,"Cooper Climax",1957,264,1
759,Maserati,1957,183,1
760,"Porsche (F2)",1957,181,1
761,"Cooper Climax",1957,265,1
762,"Cooper Climax",1957,266,1
763,Vanwall,1958,237,10
764,Ferrari,1958,110,10
765,Vanwall,1958,252,8
766,"Lotus Climax",1958,267,8
767,BRM,1958,65,9
768,Ferrari,1958,232,3
769,Maserati,1958,66,1
770,"Cooper Climax",1958,130,9
771,Maserati,1958,246,7
772,Maserati,1958,268,3
773,Maserati,1958,80,3
774,"Cooper Climax",1958,220,9
775,"Lotus Climax",1958,269,9
776,Ferrari,1958,180,5
777,BRM,1958,121,9
778,Ferrari,1958,123,7
779,Maserati,1958,185,2
780,Maserati,1958,254,4
781,Vanwall,1958,107,9
782,"Cooper Climax",1958,66,7
783,Porsche,1958,263,2
784,Maserati,1958,249,2
785,Ferrari,1958,270,3
786,BRM,1958,246,2
787,"Cooper Climax",1958,170,1
788,Maserati,1958,183,3
789,Maserati,1958,231,4
790,"Cooper Climax",1958,271,2
791,"Cooper Climax",1958,272,1
792,"Cooper Climax",1958,273,1
793,"Cooper Climax",1958,274,1
794,"Cooper Climax",1958,275,1
795,BRM,1958,203,1
796,"Cooper Climax",1958,107,1
797,Maserati,1958,1,2
798,Maserati,1958,121,1
799,Maserati,1958,65,1
800,Maserati,1958,166,1
801,Maserati,1958,204,1
802,Maserati,1958,276,5
803,Ferrari,1958,250,6
804,"Cooper Climax",1958,277,2
805,"Connaught Alta",1958,253,1
806,"Lotus Climax",1958,278,1
807,"Connaught Alta",1958,170,1
808,Maserati,1958,267,1
809,"Epperly Offenhauser",1958,136,1
810,"Epperly Offenhauser",1958,279,1
811,"Kurtis Kraft Offenhauser",1958,228,1
812,"Epperly Offenhauser",1958,35,1
813,"Epperly Offenhauser",1958,54,1
814,"Watson Offenhauser",1958,137,1
815,"Phillips Offenhauser",1958,177,1
816,"Watson Offenhauser",1958,280,1
817,"Kurtis Kraft Offenhauser",1958,140,1
818,"Kurtis Kraft Novi",1958,258,1
819,"Kurtis Kraft Offenhauser",1958,227,1
820,"Kurtis Kraft Offenhauser",1958,30,1
821,"Kuzma Offenhauser",1958,244,1
822,"Kurtis Kraft Offenhauser",1958,242,1
823,"Kuzma Offenhauser",1958,281,1
824,"Kuzma Offenhauser",1958,282,1
825,"Kurtis Kraft Offenhauser",1958,257,1
826,"Kurtis Kraft Novi",1958,39,1
827,"Kurtis Kraft Offenhauser",1958,223,1
828,"Lesovsky Offenhauser",1958,98,1
829,"Kurtis Kraft Offenhauser",1958,243,1
830,"Kuzma Offenhauser",1958,256,1
831,"Kurtis Kraft Offenhauser",1958,176,1
832,"Dunn Offenhauser",1958,222,1
833,"Lesovsky Offenhauser",1958,245,1
834,"Kurtis Kraft Offenhauser",1958,241,1
835,"Watson Offenhauser",1958,61,1
836,"Watson Offenhauser",1958,208,1
837,"Kurtis Kraft Offenhauser",1958,210,1
838,"Kurtis Kraft Offenhauser",1958,283,1
839,"Kurtis Kraft Offenhauser",1958,284,1
840,"Kurtis Kraft Offenhauser",1958,285,1
841,"Kuzma Offenhauser",1958,286,1
842,Maserati,1958,287,1
843,Maserati,1958,270,1
844,Maserati,1958,45,1
845,BRM,1958,66,1
846,Porsche,1958,186,1
847,"Cooper Climax",1958,264,1
848,"Lotus Climax",1958,253,1
849,"Cooper Climax",1958,185,1
850,"Cooper Climax",1958,288,1
851,"Cooper Climax",1958,266,1
852,"Cooper Climax",1958,262,1
853,BRM,1959,246,7
854,"Cooper Climax",1959,220,8
855,"Cooper Climax",1959,254,6
856,"Lotus Climax",1959,289,6
857,Ferrari,1959,121,3
858,Ferrari,1959,270,7
859,"Lotus Climax",1959,269,7
860,"Cooper Climax",1959,66,8
861,Ferrari,1959,267,5
862,Porsche,1959,263,1
863,"Cooper Climax",1959,107,6
864,BRM,1959,65,7
865,Ferrari,1959,237,7
866,"Aston Martin",1959,276,4
867,"Aston Martin",1959,130,4
868,BRM,1959,107,2
869,"Cooper Climax",1959,271,7
870,"Lotus Climax",1959,278,2
871,"Cooper Borgward",1959,290,1
872,"Cooper Climax",1959,291,1
873,"Cooper Climax",1959,292,1
874,"Cooper Borgward",1959,253,1
875,Maserati,1959,293,2
876,BRM,1959,203,5
877,"Cooper Climax",1959,170,1
878,"Cooper Maserati",1959,277,4
879,"Cooper Maserati",1959,183,1
880,"Lotus Climax",1959,294,1
881,"JBW Maserati",1959,262,1
882,"Cooper Climax",1959,295,1
883,Vanwall,1959,237,1
884,Ferrari,1959,296,4
885,"Cooper Maserati",1959,297,1
886,"Watson Offenhauser",1959,98,1
887,"Watson Offenhauser",1959,54,1
888,"Lesovsky Offenhauser",1959,176,1
889,"Epperly Offenhauser",1959,35,1
890,"Epperly Offenhauser",1959,283,1
891,"Epperly Offenhauser",1959,228,1
892,"Kurtis Kraft Offenhauser",1959,42,1
893,"Kurtis Kraft Offenhauser",1959,140,1
894,"Kurtis Kraft Offenhauser",1959,39,1
895,"Kuzma Offenhauser",1959,282,1
896,"Kuzma Offenhauser",1959,46,1
897,"Moore Offenhauser",1959,241,1
898,"Dunn Offenhauser",1959,221,1
899,"Kurtis Kraft Offenhauser",1959,172,1
900,"Kurtis Kraft Offenhauser",1959,298,1
901,"Kurtis Kraft Offenhauser",1959,299,1
902,"Kuzma Offenhauser",1959,256,1
903,"Kuzma Offenhauser",1959,227,1
904,"Watson Offenhauser",1959,40,1
905,"Watson Offenhauser",1959,61,1
906,"Kuzma Offenhauser",1959,258,1
907,"Kurtis Kraft Offenhauser",1959,177,1
908,"Elder Offenhauser",1959,226,1
909,"Phillips Offenhauser",1959,300,1
910,"Kurtis Kraft Offenhauser",1959,242,1
911,"Kurtis Kraft Offenhauser",1959,301,1
912,"Christensen Offenhauser",1959,245,1
913,"Kurtis Kraft Offenhauser",1959,222,1
914,"Kurtis Kraft Offenhauser",1959,280,1
915,"Sutton Offenhauser",1959,257,1
916,"Kurtis Kraft Offenhauser",1959,302,1
917,"Lesovsky Offenhauser",1959,285,1
918,"Epperly Offenhauser",1959,136,1
919,"Cooper Maserati",1959,130,3
920,"Lotus Climax",1959,238,1
921,Porsche,1959,250,1
922,Ferrari,1959,232,2
923,"Cooper Maserati",1959,303,2
924,"Cooper Climax",1959,249,1
925,Maserati,1959,287,1
926,"Cooper Maserati",1959,170,1
927,Maserati,1959,249,1
928,Maserati,1959,263,1
929,BRM,1959,183,1
930,Ferrari,1959,250,1
931,Porsche,1959,304,1
932,"Kurtis Kraft Offenhauser",1959,98,1
933,"Cooper OSCA",1959,251,1
934,"Tec-Mec Maserati",1959,293,1
935,"Cooper Climax",1959,65,1
936,"Cooper Climax",1959,305,1
937,"Connaught Alta",1959,306,1
938,"Cooper Climax",1960,220,8
939,"Cooper Climax",1960,271,8
940,BRM,1960,269,8
941,"Cooper Climax",1960,232,5
942,Ferrari,1960,270,8
943,"Lotus Climax",1960,307,6
944,"Cooper Climax",1960,308,3
945,"Lotus Climax",1960,278,4
946,Ferrari,1960,309,3
947,Ferrari,1960,250,8
948,"Cooper Climax",1960,290,3
949,Scarab,1960,310,2
950,BRM,1960,246,8
951,"Lotus Climax",1960,289,8
952,BRM,1960,296,7
953,"Cooper Climax",1960,237,6
954,Scarab,1960,311,1
955,"Lotus Climax",1960,107,4
956,Ferrari,1960,312,3
957,"Cooper Climax",1960,291,4
958,"Cooper Climax",1960,263,1
959,"Cooper Maserati",1960,66,4
960,Ferrari,1960,267,1
961,"Cooper Climax",1960,66,1
962,"Cooper Climax",1960,107,2
963,"Cooper Maserati",1960,166,1
964,"Lotus Climax",1960,313,1
965,Ferrari,1960,63,1
966,"Cooper Maserati",1960,314,1
967,Behra-Porsche,1960,254,1
968,Maserati,1960,315,1
969,Maserati,1960,316,1
970,"Cooper Climax",1960,65,1
971,Maserati,1960,317,1
972,Maserati,1960,318,1
973,Maserati,1960,249,1
974,"Lotus Climax",1960,319,4
975,"Aston Martin",1960,66,1
976,"Lotus Climax",1960,294,1
977,"JBW Maserati",1960,262,3
978,"Cooper Maserati",1960,254,3
979,"Cooper Castellotti",1960,315,3
980,"Cooper Climax",1960,310,1
981,"Cooper Maserati",1960,277,3
982,"Cooper Climax",1960,170,1
983,"Aston Martin",1960,130,1
984,"Cooper Maserati",1960,320,1
985,"Cooper Maserati",1960,297,1
986,"Watson Offenhauser",1960,54,1
987,"Watson Offenhauser",1960,98,1
988,"Epperly Offenhauser",1960,283,1
989,"Phillips Offenhauser",1960,300,1
990,"Lesovsky Offenhauser",1960,176,1
991,"Trevis Offenhauser",1960,140,1
992,"Watson Offenhauser",1960,321,1
993,"Meskowski Offenhauser",1960,241,1
994,"Trevis Offenhauser",1960,322,1
995,"Kurtis Kraft Offenhauser",1960,242,1
996,"Epperly Offenhauser",1960,302,1
997,"Kuzma Offenhauser",1960,42,1
998,"Kuzma Offenhauser",1960,211,1
999,"Kurtis Kraft Offenhauser",1960,46,1
1000,"Watson Offenhauser",1960,96,1
1001,"Meskowski Offenhauser",1960,301,1
1002,"Kurtis Kraft Offenhauser",1960,223,1
1003,"Christensen Offenhauser",1960,323,1
1004,"Epperly Offenhauser",1960,136,1
1005,"Watson Offenhauser",1960,45,1
1006,"Ewing Offenhauser",1960,256,1
1007,"Kurtis Kraft Offenhauser",1960,177,1
1008,"Watson Offenhauser",1960,35,1
1009,"Epperly Offenhauser",1960,324,1
1010,"Kurtis Kraft Offenhauser",1960,282,1
1011,"Kurtis Kraft Offenhauser",1960,225,1
1012,"Epperly Offenhauser",1960,228,1
1013,"Kurtis Kraft Offenhauser",1960,93,1
1014,"Epperly Offenhauser",1960,299,1
1015,"Watson Offenhauser",1960,285,1
1016,"Watson Offenhauser",1960,61,1
1017,"Ewing Offenhauser",1960,221,1
1018,"Kurtis Kraft Offenhauser",1960,281,1
1019,"Cooper Climax",1960,130,2
1020,"Cooper Castellotti",1960,287,1
1021,Porsche,1960,183,1
1022,Porsche,1960,186,1
1023,"Cooper Climax",1960,325,1
1024,"Cooper Climax",1960,185,1
1025,Behra-Porsche,1960,326,1
1026,"Cooper Maserati",1960,327,1
1027,"Cooper Maserati",1960,249,1
1028,"Cooper Climax",1960,328,1
1029,"Cooper Climax",1960,329,1
1030,"Lotus Climax",1960,203,1
1031,"Cooper Climax",1960,238,1
1032,Vanwall,1960,237,1
1033,"Cooper Climax",1960,270,1
1034,"Lotus Climax",1960,330,1
1035,"Cooper Maserati",1960,250,1
1036,"Cooper Castellotti",1960,331,1
1037,Maserati,1960,332,1
1038,"Cooper Climax",1960,203,1
1039,Ferrari,1961,270,7
1040,Ferrari,1961,250,7
1041,Ferrari,1961,312,7
1042,Ferrari,1961,232,1
1043,"Cooper Climax",1961,319,8
1044,Porsche,1961,296,8
1045,Porsche,1961,246,8
1046,"Lotus Climax",1961,107,8
1047,"Cooper Climax",1961,333,5
1048,"Cooper Climax",1961,254,3
1049,Porsche,1961,263,6
1050,"Lotus Climax",1961,307,8
1051,"BRM Climax",1961,237,8
1052,"BRM Climax",1961,269,8
1053,"Cooper Maserati",1961,66,5
1054,"Cooper Maserati",1961,334,4
1055,"Cooper Climax",1961,220,8
1056,"Lotus Climax",1961,308,3
1057,"Lotus Climax",1961,289,6
1058,"Cooper Climax",1961,271,8
1059,"Lotus Climax",1961,309,2
1060,"Lotus Climax",1961,335,1
1061,Porsche,1961,183,3
1062,"Cooper Climax",1961,130,5
1063,"Lotus Climax",1961,336,2
1064,"Lotus Climax",1961,277,2
1065,"Gilby Climax",1961,320,1
1066,"Lotus Climax",1961,185,3
1067,"Ferguson Climax",1961,170,1
1068,"Ferguson Climax",1961,107,1
1069,Ferrari,1961,337,3
1070,"Lotus Climax",1961,264,2
1071,"Lotus Climax",1961,338,2
1072,"Lotus Climax",1961,339,3
1073,"Lotus Climax",1961,291,3
1074,"Cooper Maserati",1961,340,1
1075,"Lotus Climax",1961,267,1
1076,"Lotus Climax",1961,341,2
1077,"Cooper Maserati",1961,342,1
1078,"Lotus Maserati",1961,343,1
1079,"De Tomaso Alfa Romeo",1961,344,1
1080,Ferrari,1961,345,1
1081,"Lotus Climax",1961,254,3
1082,"JBW Climax",1961,262,1
1083,"Cooper Climax",1961,170,1
1084,"De Tomaso Alfa Romeo",1961,346,1
1085,"De Tomaso OSCA",1961,347,1
1086,"De Tomaso OSCA",1961,249,1
1087,"Cooper Climax",1961,348,2
1088,"Cooper Climax",1961,277,1
1089,Ferrari,1961,309,1
1090,"Cooper Climax",1961,349,1
1091,"Lotus Climax",1961,350,1
1092,"Cooper Climax",1961,351,1
1093,"Lotus Climax",1961,232,1
1094,"Lotus Climax",1961,321,1
1095,"Lotus Climax",1961,330,1
1096,"Cooper Climax",1961,352,1
1097,"Lotus Climax",1962,307,9
1098,BRM,1962,269,9
1099,Ferrari,1962,270,6
1100,Ferrari,1962,345,4
1101,"Lola Climax",1962,319,9
1102,"Lotus Climax",1962,220,5
1103,Porsche,1962,263,8
1104,"Lotus Climax",1962,66,6
1105,"Lotus Climax",1962,308,1
1106,"Lotus Climax",1962,353,2
1107,"Lotus Climax",1962,335,9
1108,Ferrari,1962,309,3
1109,BRM,1962,312,9
1110,"Cooper Climax",1962,336,9
1111,"Cooper Climax",1962,271,9
1112,"Lotus Climax",1962,354,1
1113,"Lotus BRM",1962,254,4
1114,"Lotus Climax",1962,289,8
1115,Ferrari,1962,337,4
1116,Porsche,1962,246,7
1117,"Cooper Climax",1962,333,4
1118,"Lotus Climax",1962,254,2
1119,"Emeryson Climax",1962,185,1
1120,Porsche,1962,296,7
1121,"Lola Climax",1962,130,7
1122,Porsche,1962,355,1
1123,"Emeryson Climax",1962,356,2
1124,"Cooper Climax",1962,277,2
1125,"Lotus Climax",1962,357,1
1126,"Lotus BRM",1962,185,1
1127,"Lotus Climax",1962,358,1
1128,"Brabham Climax",1962,220,3
1129,"Lotus Climax",1962,359,1
1130,"Cooper Climax",1962,360,1
1131,BRM,1962,361,1
1132,"Lotus Climax",1962,362,1
1133,"LDS Alfa Romeo",1962,363,1
1134,"Cooper Alfa Romeo",1962,364,1
1135,Ferrari,1962,334,3
1136,"Lotus Climax",1962,344,1
1137,"Lotus BRM",1962,353,1
1138,Porsche,1962,365,1
1139,Porsche,1962,344,1
1140,"ENB Maserati",1962,308,1
1141,"Gilby BRM",1962,320,1
1142,"Lotus BRM",1962,366,1
1143,"Cooper Climax",1962,348,1
1144,"Lotus Climax",1962,349,1
1145,"Lotus Climax",1962,367,1
1146,"Cooper Climax",1962,351,1
1147,"Cooper Climax",1962,368,1
1148,"Lotus Climax",1963,307,10
1149,"Cooper Climax",1963,271,10
1150,"Brabham Climax",1963,296,10
1151,BRM,1963,312,10
1152,"Cooper Climax",1963,246,10
1153,Porsche,1963,263,7
1154,"Cooper Climax",1963,336,10
1155,"Scirocco BRM",1963,356,4
1156,Ferrari,1963,319,10
1157,BRM,1963,269,10
1158,"Lola Climax",1963,308,1
1159,"Lotus BRM",1963,330,9
1160,"Lotus BRM",1963,353,9
1161,ATS,1963,270,5
1162,"Brabham Climax",1963,220,9
1163,"Lola Climax",1963,369,5
1164,"BRP BRM",1963,289,5
1165,ATS,1963,337,5
1166,Ferrari,1963,309,3
1167,"Lotus Climax",1963,335,9
1168,Ferrari,1963,370,1
1169,Porsche,1963,371,2
1170,BRM,1963,334,3
1171,"Lotus Climax",1963,372,1
1172,"Lotus BRM",1963,254,2
1173,"Lola Climax",1963,373,2
1174,"Lola Climax",1963,354,1
1175,"Gilby BRM",1963,374,1
1176,"Scirocco BRM",1963,277,2
1177,Ferrari,1963,334,4
1178,"Cooper Climax",1963,360,1
1179,"LDS Alfa Romeo",1963,363,1
1180,"Cooper Maserati",1963,375,1
1181,"Lotus Ford",1963,376,1
1182,"Alfa Romeo",1963,377,1
1183,"Brabham Ford",1963,378,1
1184,"Lotus Climax",1963,362,1
1185,"LDS Alfa Romeo",1963,379,1
1186,"Lotus Climax",1963,220,1
1187,"Lotus BRM",1963,289,2
1188,"Lola Climax",1963,66,1
1189,BRM,1963,66,1
1190,"Lola Climax",1963,372,1
1191,"Lotus Climax",1963,380,1
1192,"Lotus Climax",1963,66,1
1193,"Lotus BRM",1963,270,1
1194,nan,1963,254,1
1195,"Lotus Climax",1963,348,1
1196,"Cooper Climax",1963,297,1
1197,"Stebro Ford",1963,381,1
1198,"Lotus BRM",1963,98,1
1199,"Lotus Climax",1963,382,2
1200,"Lola Climax",1963,254,2
1201,"Lotus BRM",1963,351,2
1202,BRM,1963,383,1
1203,"Lotus BRM",1963,369,1
1204,"Lotus Climax",1964,307,11
1205,"Cooper Climax",1964,271,10
1206,"Brabham Climax",1964,220,10
1207,BRM,1964,312,10
1208,BRM,1964,269,10
1209,"Brabham Climax",1964,296,10
1210,"BRP BRM",1964,335,6
1211,BRM,1964,337,6
1212,"Lotus Climax",1964,384,4
1213,"BRP BRM",1964,289,7
1214,"Lotus BRM",1964,385,4
1215,"Brabham BRM",1964,353,9
1216,"Cooper Climax",1964,270,9
1217,Ferrari,1964,334,10
1218,"Scirocco Climax",1964,83,1
1219,"Brabham BRM",1964,246,3
1220,"Lotus BRM",1964,369,7
1221,Ferrari,1964,319,10
1222,"Brabham Climax",1964,373,7
1223,"Brabham Climax",1964,246,5
1224,"Lotus BRM",1964,372,9
1225,Porsche,1964,263,1
1226,"Lotus Climax",1964,380,7
1227,"Cooper Ford",1964,386,1
1228,"Brabham BRM",1964,374,1
1229,BRM,1964,336,3
1230,"Lotus BRM",1964,335,1
1231,"Brabham Ford",1964,387,1
1232,"Brabham BRM",1964,388,1
1233,nan,1964,369,1
1234,"Cooper Climax",1964,246,1
1235,"Lotus BRM",1964,353,1
1236,BRM,1964,66,4
1237,Ferrari,1964,370,1
1238,"Derrington-Francis ATS",1964,297,1
1239,Honda,1964,389,3
1240,"Lotus Climax",1964,371,1
1241,"Cooper Climax",1964,186,1
1242,"Lotus Climax",1964,352,1
1243,"Brabham BRM",1964,351,2
1244,Ferrari,1964,382,1
1245,"Lotus Climax",1964,383,1
1246,"Lotus Climax",1965,307,9
1247,BRM,1965,390,10
1248,"Cooper Climax",1965,271,10
1249,"Brabham Climax",1965,220,6
1250,BRM,1965,269,10
1251,Honda,1965,312,8
1252,"Lotus Climax",1965,380,9
1253,"Brabham BRM",1965,353,10
1254,Ferrari,1965,334,10
1255,"Brabham Climax",1965,296,9
1256,"Cooper Climax",1965,388,9
1257,BRM,1965,308,1
1258,"Lotus BRM",1965,289,6
1259,"Lotus BRM",1965,391,8
1260,BRM,1965,254,4
1261,Honda,1965,389,6
1262,"Brabham Climax",1965,246,10
1263,Ferrari,1965,319,8
1264,"Brabham BRM",1965,387,7
1265,"Brabham Climax",1965,392,6
1266,"Brabham Climax",1965,373,5
1267,"Brabham BRM",1965,374,1
1268,"Cooper Climax",1965,393,1
1269,"Brabham Ford",1965,394,1
1270,"Alfa Romeo",1965,377,1
1271,"Lotus BRM",1965,336,1
1272,"LDS Alfa Romeo",1965,379,1
1273,"Brabham Ford",1965,378,1
1274,"Cooper Climax",1965,360,1
1275,"Lotus Climax",1965,394,2
1276,"Lotus BRM",1965,372,1
1277,Ferrari,1965,344,1
1278,BRM,1965,346,1
1279,"Lotus Climax",1965,395,1
1280,"Brabham Climax",1965,337,1
1281,BRM,1965,396,1
1282,"Lotus BRM",1965,369,2
1283,"Lotus Climax",1965,371,1
1284,Ferrari,1965,382,2
1285,Ferrari,1965,397,1
1286,"Lotus Climax",1965,383,2
1287,"Lotus BRM",1965,397,1
1288,Ferrari,1966,319,2
1289,"Cooper Maserati",1966,388,9
1290,Ferrari,1966,334,7
1291,"Brabham Repco",1966,220,9
1292,"Cooper Maserati",1966,312,2
1293,"Cooper Maserati",1966,398,5
1294,"Eagle Climax",1966,296,6
1295,BRM,1966,397,5
1296,"Cooper Maserati",1966,246,7
1297,"Lotus Climax",1966,307,5
1298,BRM,1966,269,9
1299,"Brabham Climax",1966,392,2
1300,"Cooper Maserati",1966,353,7
1301,"Lotus BRM",1966,380,8
1302,BRM,1966,390,8
1303,"Brabham BRM",1966,386,4
1304,"Brabham Climax",1966,373,6
1305,"Cooper Maserati",1966,319,7
1306,"Brabham Repco",1966,392,7
1307,"Lotus BRM",1966,384,5
1308,Ferrari,1966,399,4
1309,"McLaren Serenissima",1966,271,1
1310,"Brabham Climax",1966,400,1
1311,"Cooper Ferrari",1966,401,2
1312,"Brabham Climax",1966,246,2
1313,"Shannon Climax",1966,335,1
1314,"Brabham BRM",1966,353,1
1315,"McLaren Ford",1966,271,3
1316,Ferrari,1966,370,2
1317,"Lotus Climax",1966,395,1
1318,Ferrari,1966,337,1
1319,"Lotus BRM",1966,307,3
1320,Honda,1966,312,3
1321,"Eagle Weslake",1966,296,2
1322,"Cooper Maserati",1966,369,1
1323,"Lotus Climax",1966,382,2
1324,"Matra BRM",1966,402,1
1325,"Matra BRM",1966,403,1
1326,nan,1966,404,1
1327,"Brabham Repco",1966,183,1
1328,nan,1966,384,1
1329,"Lotus BRM",1966,382,2
1330,"Brabham Climax",1966,405,1
1331,"Lotus BRM",1966,406,1
1332,"Brabham Climax",1966,407,1
1333,"Matra Cosworth",1966,408,1
1334,"Lotus Climax",1966,384,1
1335,BRM,1966,289,2
1336,Honda,1966,389,2
1337,"Eagle Weslake",1966,397,2
1338,"Cooper Maserati",1966,383,1
1339,"Eagle Weslake",1967,296,9
1340,BRM,1967,390,11
1341,Ferrari,1967,369,10
1342,"Cooper Maserati",1967,388,10
1343,BRM,1967,380,11
1344,"Lotus Ford",1967,307,9
1345,"Cooper Maserati",1967,353,10
1346,"Brabham Climax",1967,373,5
1347,"Cooper Maserati",1967,382,8
1348,"Cooper Maserati",1967,398,2
1349,Ferrari,1967,370,2
1350,"Brabham Repco",1967,220,11
1351,"Brabham Repco",1967,392,11
1352,"Cooper Maserati",1967,246,8
1353,"Lotus Ford",1967,269,9
1354,BRM,1967,400,8
1355,Honda,1967,319,9
1356,Ferrari,1967,399,2
1357,"Lotus BRM",1967,400,1
1358,"McLaren BRM",1967,271,6
1359,BRM,1967,409,2
1360,"Cooper Maserati",1967,405,1
1361,"Brabham Repco",1967,398,5
1362,"Cooper ATS",1967,410,1
1363,"Eagle Weslake",1967,271,3
1364,"Cooper Climax",1967,360,1
1365,"Brabham Climax",1967,411,1
1366,"Brabham Climax",1967,412,1
1367,"LDS Climax",1967,379,1
1368,"Lotus BRM",1967,406,1
1369,"Eagle Climax",1967,296,2
1370,"Lotus BRM",1967,307,1
1371,"Lotus BRM",1967,269,2
1372,Ferrari,1967,334,1
1373,BRM,1967,406,1
1374,"Lotus Climax",1967,307,1
1375,"Matra Ford",1967,413,1
1376,"Cooper Maserati",1967,408,2
1377,"Lotus Ford",1967,337,1
1378,"Eagle Weslake",1967,370,1
1379,nan,1967,414,1
1380,nan,1967,405,1
1381,"Lola BMW",1967,409,1
1382,nan,1967,408,1
1383,nan,1967,415,1
1384,"Lola BMW",1967,403,1
1385,nan,1967,407,1
1386,nan,1967,404,1
1387,nan,1967,371,1
1388,"Matra Ford",1967,402,2
1389,"Lotus Ford",1967,383,2
1390,"Cooper Maserati",1967,391,1
1391,"Lotus BRM",1967,416,2
1392,"Lotus Ford",1967,417,1
1393,"Eagle Climax",1967,418,1
1394,Ferrari,1967,419,1
1395,"Lotus Ford",1968,269,12
1396,"McLaren Ford",1968,392,11
1397,"Cooper BRM",1968,420,2
1398,"Cooper BRM",1968,370,2
1399,"Matra Ford",1968,402,2
1400,"McLaren Ford",1968,271,11
1401,Honda,1968,319,12
1402,"Lotus Ford",1968,353,11
1403,Ferrari,1968,369,11
1404,BRM,1968,406,11
1405,BRM,1968,382,12
1406,Ferrari,1968,408,9
1407,"Brabham Repco",1968,388,12
1408,"Matra Ford",1968,390,10
1409,"Lotus Ford",1968,414,8
1410,"Cooper BRM",1968,308,7
1411,Matra,1968,402,10
1412,BRM,1968,391,6
1413,"Brabham Repco",1968,220,11
1414,"Mclaren BRM",1968,246,6
1415,"Brabham Repco",1968,410,2
1416,"Brabham Repco",1968,296,1
1417,"Cooper BRM",1968,421,1
1418,"Cooper BRM",1968,422,7
1419,"Eagle Weslake",1968,296,5
1420,"Lotus Ford",1968,307,1
1421,"Mclaren BRM",1968,392,1
1422,"Cooper Maserati",1968,353,1
1423,"Brabham Repco",1968,360,1
1424,"Brabham Climax",1968,423,1
1425,"Cooper Maserati",1968,246,1
1426,"LDS Repco",1968,379,1
1427,"Cooper Climax",1968,424,1
1428,Ferrari,1968,425,1
1429,BRM,1968,380,1
1430,"Cooper Maserati",1968,420,1
1431,"Brabham Repco",1968,411,1
1432,"Cooper Maserati",1968,370,1
1433,"Matra Ford",1968,413,4
1434,Honda,1968,409,1
1435,Ferrari,1968,426,2
1436,"Cooper BRM",1968,413,1
1437,Honda,1968,404,1
1438,"Lola BMW",1968,403,1
1439,"Brabham Repco",1968,407,1
1440,"McLaren Ford",1968,296,3
1441,BRM,1968,427,1
1442,"Lotus Ford",1968,428,1
1443,Matra,1968,429,2
1444,"Lotus Ford",1968,430,1
1445,Honda,1968,246,1
1446,"Lotus Ford",1968,383,1
1447,"Matra Ford",1969,390,11
1448,"McLaren Ford",1969,271,9
1449,"Matra Ford",1969,402,11
1450,"McLaren Ford",1969,392,11
1451,BRM,1969,319,9
1452,"Brabham Ford",1969,408,11
1453,BRM,1969,382,3
1454,Ferrari,1969,369,6
1455,"Brabham Ford",1969,220,8
1456,"Lotus Ford",1969,353,11
1457,"Lotus Ford",1969,388,10
1458,"Brabham Ford",1969,406,10
1459,"Lotus Ford",1969,269,10
1460,BRM,1969,414,10
1461,"McLaren Ford",1969,422,4
1462,"Brabham Ford",1969,410,7
1463,"Lotus Ford",1969,431,5
1464,Ferrari,1969,382,5
1465,"Lotus Ford",1969,246,2
1466,"McLaren Ford",1969,426,1
1467,"Brabham Repco",1969,379,1
1468,"Brabham Repco",1969,377,1
1469,"Lotus Ford",1969,428,3
1470,"Lotus Ford",1969,360,1
1471,"McLaren Ford",1969,424,1
1472,"Lotus Ford",1969,391,1
1473,"Cooper Maserati",1969,422,1
1474,nan,1969,429,1
1475,nan,1969,391,1
1476,nan,1969,407,1
1477,nan,1969,432,1
1478,nan,1969,433,1
1479,nan,1969,434,1
1480,nan,1969,435,1
1481,nan,1969,413,1
1482,"Matra Ford",1969,413,3
1483,BRM,1969,436,2
1484,"Lotus Ford",1969,331,3
1485,BRM,1969,430,1
1486,"Eagle Climax",1969,418,1
1487,"Brabham Climax",1969,437,1
1488,"March Ford",1970,390,10
1489,"McLaren Ford",1970,271,3
1490,"March Ford",1970,428,5
1491,"Lotus Ford",1970,269,11
1492,"March Ford",1970,413,2
1493,nan,1970,319,1
1494,"Brabham Ford",1970,220,13
1495,"Brabham Ford",1970,432,10
1496,Matra,1970,429,13
1497,Matra,1970,402,13
1498,"March Ford",1970,369,13
